Energy-Curvature, -Area, -Regularization, -Total ((pN.nm)); Mean Force (pN)
4048.15, 112.804, 16059.1, 2.39756e+06, 11.8127
4063.64, 114.388, 19107.7, 2.39686e+06, 17.4725
4048.2, 115.418, 17072.8, 2.39196e+06, 19.317
4018.67, 116.082, 15681.7, 2.38799e+06, 18.7009
4005.58, 116.504, 15537.7, 2.38634e+06, 10.5687
4014.55, 118.311, 16343.2, 2.38601e+06, 12.37
4025.05, 119.597, 18164.5, 2.38491e+06, 14.8888
4060.64, 121.36, 17783, 2.38195e+06, 16.4421
4091.14, 122.821, 15919.7, 2.37864e+06, 14.0879
4022.2, 123.348, 15273.1, 2.37572e+06, 13.7334
4010.44, 124.345, 15653.3, 2.37244e+06, 14.9293
3984.85, 124.915, 14172.9, 2.37025e+06, 14.0115
3975.98, 125.795, 14711.7, 2.36889e+06, 14.2545
3983.14, 126.932, 15153.3, 2.36691e+06, 16.4556
4013.21, 128.383, 15052.6, 2.36309e+06, 16.5061
4030.81, 128.957, 14521.7, 2.36245e+06, 11.2925
3975.06, 129.715, 16677.2, 2.36098e+06, 16.2105
3975.69, 130.937, 16765.8, 2.35803e+06, 16.8959
3990.65, 132.128, 17223.5, 2.35677e+06, 19.3371
3941.71, 132.539, 15283.4, 2.35233e+06, 18.6179
3934.71, 133.428, 16760.2, 2.35147e+06, 21.058
3940.29, 134.564, 15397.8, 2.34847e+06, 19.8777
3947.15, 135.694, 16640.7, 2.34732e+06, 21.9971
3962.51, 136.769, 16169.7, 2.34379e+06, 20.0163
3966.78, 137.827, 16395.4, 2.34276e+06, 21.0873
3956.78, 138.659, 14097.8, 2.33915e+06, 18.0949
3962.27, 139.753, 14196.4, 2.33594e+06, 18.2807
3964.35, 140.671, 13594.4, 2.33289e+06, 15.9856
3979.99, 141.647, 14141.8, 2.33183e+06, 12.7263
3968.15, 142.519, 14469.8, 2.32911e+06, 14.205
3968.28, 143.468, 12985.2, 2.32722e+06, 13.4542
3969.53, 144.527, 13893.3, 2.3258e+06, 14.6291
3968.99, 145.22, 15266.3, 2.32495e+06, 13.8471
4031.03, 147.298, 14817.8, 2.32196e+06, 14.1104
3983.36, 147.795, 14548.6, 2.3207e+06, 16.1369
3994.81, 149.145, 14460.8, 2.31795e+06, 15.5852
3990.26, 150.142, 14760.1, 2.31468e+06, 17.167
3984.91, 151.119, 13689.3, 2.31164e+06, 15.6196
3973.28, 151.941, 14060.9, 2.31041e+06, 16.3885
3974.34, 152.877, 13498.6, 2.30836e+06, 14.5624
3971.38, 153.732, 13305, 2.30603e+06, 14.6023
3977.62, 155.023, 14766, 2.30394e+06, 16.6338
3966.97, 155.791, 13904, 2.30132e+06, 15.9279
3976.29, 157.151, 15347.6, 2.30035e+06, 17.1823
3976.18, 158.089, 13690.1, 2.2969e+06, 15.5541
3988.28, 159.453, 14288.3, 2.29599e+06, 16.1812
3981.36, 160.449, 16039.2, 2.29499e+06, 19.0588
3970.57, 161.404, 15252.6, 2.29196e+06, 18.8018
3969.31, 162.374, 16818.2, 2.29151e+06, 21.0815
